Ulasan,Label
bagusan yang dulu gak perlu update kalau gitu malah makin susah buat nyari card-nya bagusan ada toko season,Negatif
"selama main kurg lbh 8 taon , baru kali ini ngerasa updatenya kok kyk jm***. semakin pay 2 win aja. 🗿",Negatif
Bingung Cara login via google play gimana,Others
GIMANA CARA GAWA AKUN YA,Others
bad update,Negatif
"sangat kecewa dengan pembaruan terbarunya, developernya semakin pelit",Negatif
This game has become a pay to win game. Equality is gone.,Negatif
badd update 😵‍💫😵‍💫😵‍💫,Negatif
dpetin evo makin sulit semenjak update,Negatif
Game nya makin kikir,Negatif
"useless update, the game ain't fun anymore. better uninstall the game.",Negatif
seru banget🔥,Positif
"Hadiah semakin sedikit hadiah harian di hilangkan, cuman diganti kubus"" gajelas",Negatif
toko di ilangin makin susah dapat shard Evo.,Negatif
season shop balikin,Negatif
baik,Positif
semenjak update jadi game sampah,Negatif
jaringan jadi tidak stabil di update kali ini,Negatif
apalah game ini ketemu lawan gak sebanding kartunya,Negatif
makin kesini makin sulit broo.. kelihatan jelas p2win.ny,Negatif
The new update is suckk,Negatif
"Tolong cara menawarkan game ini di perbaiki, karena game ini Bagus tapi sayang penawaran kurang menarik, jadi pemainnya ngga nambah",Negatif
Nice but not fair,Negatif
"New update is worst, please improve",Negatif
game kikir,Negatif
"TOLONG!!! Kembalikan toko musim, token musim dan peti.......!",Negatif
seru sih game nya kalo bisa di tambahin dong chat global biar ngk sepi sumpah sepi banget ini game,Others
"Update sekarang malah makin susah ya buat yang free to play masa yang dulu bisa dapetin kristal Evo bisa lebih banyak sekarang cuma di jatah 2 kali, ditambah yang 2vs2 sekarang di hilangkan pula buat ngumpulin poinnya makin susah nih buat nyamain yang pay to win",Negatif
menurut sya game ini bagus . tpi stlah ada pasukan super sya merasa game ini hnya untuk orng yg punya bnyak uang .. krna 90% yg mnggunkn psukan super psti win.. untu jdikn pasukn super susah sekali,Negatif
"hadiah gratis semakin sedikit, pass royale semakin mahal 👎🏻",Negatif
game lawannya bisa keluar terus kitanya belum naik2 reloadnya.. lawannya keluar prajuritnya sudah bisa 2 x lebih serangannya.... sudah main lama makin lama makin parah.... tolong di perbaiki supaya bisa normal dong.....,Negatif
"ayo rame-rame kasih rating bintang 1. update terbaru peti di hapus, makin susah dapet kartu sama gold. woyy supercell balikin update ke versi sebelumnya.. dasar moneyy game.. !!!!!!!!",Negatif
"makin kesini makin ga jelas kebanyakan lawan computer levelnya beda 2 tingkat dan dengan nama yang ngasal terus decknya pasti counteran deck kita,,, mendingan jangan downloas,,, pay to win",Negatif
clash royale ❌️ pay to royale ✅️,Negatif
"L update, your delete everything good event change to bad event so Lose for you",Negatif
mantap,Positif
banyak kecurangan yg tidak bertanggung jawab dari musuh? lawan seperti membosankan dan terus terjadi seakan dibiarkan ?,Negatif
game nya seru,Positif
👍,Positif
tolong untuk matching nya dipercepat lama bgt setelah update padahal sinyal nya bagus,Negatif
"saya tidak bisa menggunakan akun lama saya, akun lama saya menggunakan fb dan di dalam game tidak ada fitur login fb hanya ada menautkan akun ke supercell.id",Negatif
Bagus Sekali👍👍👍,Positif
sangat menarik,Positif
"game sampah jangan dimainin masa lvl gak sama kalah jauh lah kocak, dan juga devnya pelit",Negatif
tolong aj sih kalo level nya ga sesuai kalo udah di tropi tinggi harusnya sepantar,Negatif
bad update for delete season shop and nerf pass royale!,Negatif
"update terbaru sangat tidak sesuai dengan ekspektasi player, GAME SEPI pelit akan hadiah, penghapusan peti dan toko musiman sangat tidak bagus. bintang 1 untuk game sepi ini mantap untuk developernya",Negatif
"Banyak hal yang di hilangkan, seperti hadiah musim dan kotak bendera itu sangat di sayangkan",Negatif
"Makin jelek aja Updatenya, Kalo gini mah yang main pake duit juga malah mau pensiun. Untuk Supercell terkhusus di game Clash Royal updatenya ini adalah langkah awal untuk menurunkan peminat.",Negatif
ok plak again in wolrd,Others
Update Season ini Tidak Bagus,Negatif
"sejauh itu beda nya setelah update 🤣, serius nih? kek dipaksa buat pay to win tapi pass royale juga malah downgrade gitu? ngumpulin kartu, ngumpulin gold, ngumpulin gems udh di bikin sesusah itu? hahahaha otw death game. TRASH UPDATE.",Negatif
"Pengalaman Selama Bermain Selalu saja terjadi Lag/Kehilangan jaringan Setelah update Selalu saja begitu,, padahal jaringan aman lancar jaya",Negatif
developer dari update yang peti di tida adakan ituh sudah sangat membantu untuk saya yang mainya gratisan atau bisa di bilang free to play tapi tolong toko musiman dalam acara itu jangan di hilangkan juga karena itu sangat membantu untuk membeli Hero Hero supaya lvl nya tinggi / item seperti evolusi card dll di dalam toko tersebut makasih.,Others
ok,Others
"Removing the chest also removes the purpose to play the game for more than just 3 mere matches, so no use to grind anymore.",Negatif
mantap kayak coc,Positif
"selalu ada inovasi dalam setiap pembaruan, luar biasa",Positif
"gaem nya cocok, dan gampang di mainkan,dan karena saya pemain CLAS off Clans jadi nya saya tau seberapa kuat kartu yang saya miliki",Positif
THE WORSTEST GAME EVER MADE,Negatif
"untuk developer harap mengasih lawan yang seimbang soalnya setiap saya main pasti level musuhnya beda jauh sama punya saya sendiri,jadi harap mohon di pertimbangkan lagi dalam mengasih lawan yang benar",Negatif
"Mantap nih Game, Selain Strategi juga membentuk sensorik dan motorik anak....",Positif
game garing,Negatif
good game bruh,Positif
seru dan tidak membosankan di jam kerja mana pun jam pulang,Positif
"semenjak update jadi tidak menyenangkan hadiah dikit dan tetep saja nunggu jir, ngga ada plus nya katanya jadi ngga nunggu ini mh tetep nunggu hadiahnya malah di kurangin",Negatif
mantap,Positif
game tolol ga sepandan ketemu level lebih gede dri kita gua msih level 8 ke atas di temeuin nya di level 12 ke atas kan ga adil tolong lah di anuin lagi biar ketemu yg sepandan,Negatif
game nya seru,Positif
"game jelek, bosok. peti itu hal paling penting di cr, malah di hilangin, blok",Negatif
okelah,Positif
mantap gg,Positif
bagus,Positif
P2W nih game masa lawan beda level beda jauh,Negatif
difficult to get the card always get stronger opponents,Negatif
hah masih saja tidak adil pertandingannya padahal game bagus tapi ngeselin lawannya parah terus ngga seimbang,Negatif
mantap,Positif
untuk saat ini bagus,Positif
game pay to win,Negatif
yen dengan besar untuk berubah💪👍😁,Positif
sangat bagus,Positif
"game pea sinyal bagus ga bisa buat login, pantes sepi, klo gwe ga but sumpah ga gwe main nin nih game",Negatif
hei supercell...tolong jika memberi musuh itu yang setara...seperti saya king tower saya level 10 tpi saya bisa ketemu dengan musuh dengan dengan king tower level 12...itu bagaimana bisa ...supercell jawab dan cepat selesaikan masalah ini...ini sudah dari dulu tapi masalah ini juga belum dioptimalkan...tolong dioptimalkan supercell...ayolah,Negatif
"dasar game sampah, musuh selalu gak adil",Negatif
"mantap, tambahkan naga dewasa tolong agar semakin menantang",Positif
enak di mainkan,Positif
"semakin kesini semakin kesana,tiap push pasti jelek jaringan padahal pake wafi sinyal bagus, pas kali main tiba2 ngelag ,",Positif
good,Positif
baguss,Positif
gamenya ngecrash,Negatif
makin diupdate makin parah lag nya,Negatif
tiba tiba keluar sendiri saat dimainkan,Negatif
musuh elixir golem kita yg sekarat elixirnya lawak,Negatif
"saya beli hp baru dan login Clash Royale, tapi sampai sekarang tidak mendapatkan kode, dan tidak bisa main 😭",Negatif
kalkulasi penambahan dan pengurangan trofi yang tidak masuk akal,Negatif
Matchmaking tidak adil,Negatif
"musuh selalu tidak seimbang, sistem hanya memihak player play 2 win dengan benefit kartu lebih banyak, merugikan player yang hanya bermain gratis",Negatif
Game tidak ada bug dan sangat menyenangkan,Positif
Oky,Others
mantap,Positif
bagus,Positif
"bagus, cuman klo multiplayer sering ketemu benteng level di atas jadi, mohon diperbaiki",Negatif
good,Positif
tahap awal masih belajar,Others
pay to wim,Negatif
kembalikan chest kamiii,Negatif
game seru,Positif
update an makin nggak jelas.mulai terlalu p2w .. nggak ada motivas dan tujuan lagi game nya,Negatif
"the game is not suitable, always meets a stronger level of opponent, supercell is stupid, the opponent is not suitable, always meets a stronger level of opponent",Negatif
banyakin hero gratis,Others
mantap,Positif
sering lag tanpa alasan yang jelas tidak seperti dulu,Negatif
ok,Others
susah login ke akun lama playgame,Negatif
easy game,Positif
trash game,Negatif
gamenya seru,Positif
ok,Others
Gem sampah level lawannya gak sebanding gem tolol,Negatif
"bagus, mantap betul",Positif
game pay to win,Negatif
poor update,Negatif
"menurut ku game ini bagus, yg kurang itu Disaat kita ketemu lawan yg g setara . contohnya ketemu musuh full evolusi jadi agak berat untuk saya yang player gratisan",Negatif
"Kalau ngasih musuh gk ngotak , slalu dapet musuh level tinggi ""GAME PAY TO WIN """,Negatif
"Game bego, bug mulu cuihh mau war clan aja susah bgttt",Negatif
"saran saya game nya jangan terlalu pay to win,banyak bangett kartu kartu evolusi nya terus sistem matchmaking nya di seimbangkan dong buat yg ga punya kartu evolusi dan seimbangkan berdasarkan trophy nya",Negatif
update terusss nggak ada hentinya,Negatif
"Sama aj kek ml, gamenya ngga imbang. ketemu musuh punya karakter yg blom kuta punya. buka matanya developer, perbaiki match sistemnya",Negatif
the worst apdate ever,Negatif
pay to win,Negatif
aplh ini game dikasih lawan kek anjg cok,Negatif
"dari duluuuuuuuuuu pertandingannya ga adil, apaan coba aku lv12 musuh lv15, ini kan game rame, ga sepi, harusnya bisa lebih adil",Negatif
"game tolol masak mau push trophy harus darah tinggi dlu,pengalaman ketika bermain di arena atas pasti sering sekali dapet lawan yg level kartunya di atas kita,kapan kita betah maen ni game,semoga next update ada sistem tertentu,dari gua tank you untuk developer :)",Negatif
game prematur not fair every battle lv 12 meet lv 13 or lv14 card lv 15 nice sorry i uinstall newbie developer clash royale,Negatif
server busuk,Negatif
game nya jelek karena musuhnya sebandinglah jangan tinggi tinggi jadi kalah terus,Negatif
menurut saya update terbaru nya kurang bagus dengan di hilangkannya peti dari cr itu seperti menghilangkan ciri khas dari cr itu sendiri update nya kurang bagus menurut saya jdi tidak terlalu seru dalam bermain dan juga Skrang tu pay to win nya keliatan bnget,Negatif
sekali update 750mb edaaannn lol,Negatif
"error, saat sudah login ke akun supercell saya, gamenya jadi tidak bisa dimainkan",Negatif
"GK usah maen game ini, musuh GK imbang peleton musuh kadang 2/3 lebih tinggi dari kita. menang kalah udah kayak di setting, kalo GK p2w GK bakal bisa menang.",Negatif
Saya dulu player. akun saya sudah besar dan sudah koleksi semua kartu pada saat itu. Sudah 6 tahun tak terasa berhenti. Tau kan kenapa alasannya. Anda kurang berkembang supercell,Negatif
oke,Others
mantap juga,Positif
tolong disesuaikan level nya,Negatif
seru kali,Positif
"Game gak adil.level peleton yang gak setara yang membuat tropi gak naik naik. game nya harus pay to win level lawan yang gak setara yang bikin kita jadi kalah. masa yang level 11 lawan yang level 12-15?, lama ke lamaan main game ini jadi bosan karna permainannya yang gak adil dan bikin kesal. supercell tolong di perbaiki lebih lanjut gamenya",Negatif
"setelah update malah ada bug,selalu keluar aplikasi dengan sendirinya....Rusak",Negatif
"P2w. ga adil, harusnya yg p2w lawannya p2w juga",Negatif
"setelah ganti HP, buat login lagi ternyata akun dah ngga bisa login, akun saya hilang, padahal udah di kaitkan k email, udh males main",Negatif
good,Positif
kecewa ga bisa masuk ke akun lama,Negatif
Setelah update sinyal makin susah dikit2 lost connect,Negatif
kecewa berat sama update nya,Negatif
akun lama tidak bisa kembali,Negatif
good,Positif
GAMENYA BAGUS,Positif
Om aku kehilangan akun :(,Negatif
mantap,Positif
"sekarang di 2025 masih dengan masalah yang sama dengan matchmaking yang tidak seimbang, saya dengan pasukan paling tinggi lvl 13 melawan musuh dengan pasukan full lvl 15. ????",Negatif
"game ini sangat amat bagus, penambahan kartu evolusi dan kartu jawara yng baru, benar-benar sangat keren, bahkan aku pun diterima oleh klan tertinggi walau pun aku masih arena 11, keren Supercell, semoga ke depan nya bisa update lagi😁😁😁😁😁",Positif
seimbangkan saat pencarian match,Negatif
plis ada bug loading screen perbarui terus ngak masuk masuk,Negatif
mantap sih,Positif
"Pemilihan lawan gapernah bener,masa lvl 9 dikasih lawan level 11,pasti kesusahan dan jadi malas main..trus dapet lawan yang bisa ngecounter dek yang sy pake,misal pake dragon Inferno musuhnya electro wizard,mending hapus aja,bikin stress",Negatif
Update malah lebih parah. (Pay to Win) lgsng uninstall.,Negatif
gud,Positif
amazing game,Positif
Senang rasanya saya udah punya prajurit lengkap dan berada di level 13 perlu perjuangan hampir setahun,Positif
"lama2 membosankan game nya,musuh nya ngk pernah dapat yg seimbang, selalu dpat musu di atas level saya",Negatif
"kembalikan Clash. Royal yang dulu dengan system yang sempurna dan seimbang,, Versi 2018 😫😫😫",Negatif
force closed Mulu setelah pembaruan,Negatif
dumb new update,Negatif
setelah upgrade jadi buruk sekali ni game,Negatif
"sebenarnya bagus sih sekarang, dapetin peti legendaris dari pertempuran sekarang udah gampang, tapi level raja dan peleton saya banyak yang baru level 7,masa udah dikasih musuh level 10-12, kan pasti kalah kalo gak ada kesalahan. yah walau udah arena 12 tapi tetap cari yang seimbang musuhnya,yang levelnya hampir sama.tolong diperbaiki ya",Negatif
Game nge lag gua main game lain biasa aja,Negatif
Game yang sangat buruk yang pernah saya mainkan dalam performa keadilan antar pemain,Negatif
bagus mainan gak lama2 sek g boseni😁😁😁😁,Positif
Kenapa sinyal tiba-tiba gangguan sinyal.. padahal buat aplikasi lain bisa... Tapi pas main tiba-tiba koneksi terputus.. tau tau udah kalah..,Negatif
buka petinya jgn terlalu lama,Negatif
Aku suka memainkanya,Positif
peti nya jadi hilang,Negatif
Udah main sejak awal 2016 sampai skrg . Tropy baru 8K++. Strategi bgt sih game ini buat gua pertemuan level diatas level kita sangat menarik untuk uji strategi serang dan pertahanan .,Positif
Bagus gamenya tapi lawan yang diberikan tidak setara,Negatif
download 700mb update 700mb buat apa kali,Negatif
download ngestuck di 100% uda setengah jam ditunggu tetep ngestuck di 100%,Negatif
gila update 700mb game grafik biasa2 tapi update over,Negatif
mantap,Positif
"setiap update kek donglowd ulang game (update sekarang malah lebih gede dari donglowd bnjir 1,44 gb",Negatif
semakin pelit. jangan download,Negatif
"semenjak update terbaru clash Royale menjadi sangat kapitalis, peti dihilangkan, kunci dihilangkan, dan lucky drop menjadi sedikit, selain itu pemain dipaksa untuk menghadapi kartu Evo yang terus update tiap bulan, yang untuk mengupdate nya butuh waktu sangat lama kecuali kamu pay to win. jujur sangat sedih meninggalkan game yang telah ku mainkan selama 7 tahun",Negatif
Hadeh update sangat mengecewakan,Negatif
"ini game atau toko kelontong, banyak jualannya..😅",Negatif
Ketemu lawan nya level nya diatas level kita jadi susah kalau mau menang,Negatif
less fair fight,Negatif
setelah update kok sering keluar sendiri,Negatif
